event,site,white,white_elo,black,black_elo,result,termination,time_control,opening,moves
Rated Bullet game,https://lichess.org/50w7664x,fil77,1412,jgg2000,1384,0-1,Normal,120+0,Lion Defense: Lion's Jaw,1. d4 d6 2. f3 Nf6 3. e4 g6 4. c3 Bg7 5. Bd3 O-O 6. Be3 Nbd7 7. g4 Re8 8. g5 Nh5 9. h4 c5 10. Be2 cxd4 11. Bxd4 e5 12. Be3 a6 13. Nh3 f6 14. f4 exf4 15. Nxf4 Nxf4 16. Bxf4 Nc5 17. h5 fxg5 18. Be3 Nxe4 19. Nd2 Nxc3 20. bxc3 Rxe3 21. hxg6 hxg6 22. Nc4 Bxc3+ 23. Kf1 Qf6+ 24. Kg1 Rg3+ 25. Kh2 Qf2#
Rated Bullet game,https://lichess.org/dxdezhvl,seniya,1640,pink_overdoze,2058,0-1,Normal,60+0,Zukertort Opening: Kingside Fianchetto,1. Nf3 g6 2. g3 Bg7 3. Bg2 Nf6 4. d3 O-O 5. Nbd2 Nc6 6. c3 d5 7. Qc2 e5 8. O-O Re8 9. Re1 e4 10. dxe4 dxe4 11. Ng5 e3 12. fxe3 h6 13. Ngf3 Ng4 14. e4 Ne3 15. Qd3 Qxd3 16. exd3 Nc2 17. Re2 Nxa1 18. Nc4 f5 19. exf5 Rxe2 20. Bf4 Bxf5 21. Nfe5 Nxe5 22. Nxe5 Bxe5 23. Bxe5 Rxe5 24. d4 Re2 25. Kf1 Rxb2 26. Bd5+ Kg7 27. Bb3 Nxb3 28. axb3 Rxh2 29. Kg1 Rb2 30. Kf1 Re8 31. Kg1 Re1#
Rated Bullet game,https://lichess.org/5xojv8jg,amin_siyadat,2043,pink_overdoze,2060,1-0,Normal,60+0,"Pterodactyl Defense: Eastern, Anhanguera",1. e4 g6 2. d4 Bg7 3. Nc3 c5 4. Be3 cxd4 5. Bxd4 e5 6. Be3 Nf6 7. Qd2 O-O 8. f3 d6 9. O-O-O Ne8 10. h4 h5 11. Nh3 Nc6 12. Ng5 Be6 13. Nxe6 fxe6 14. Bc4 Qe7 15. g4 Na5 16. Bb5 a6 17. Bxe8 Rfxe8 18. gxh5 gxh5 19. Rhg1 Kh8 20. Bh6 Rg8 21. Bxg7+ Rxg7 22. Rxg7 Qxg7 23. Qxd6 Rf8 24. Qxe6 Nc4 25. Qxc4 b5 26. Qe6 Qh6+ 27. Qxh6+ Kg8 28. Rd7 Rxf3 29. Qg7#
Rated Bullet game,https://lichess.org/l6p0vage,pink_overdoze,2049,amin_siyadat,2055,1-0,Time forfeit,60+0,Van Geet Opening,1. Nc3 c6 2. d4 Nf6 3. Nf3 d5 4. Bg5 Bf5 5. e3 e6 6. Bd3 Bxd3 7. Qxd3 Be7 8. O-O-O O-O 9. Kb1 Qa5 10. h4 b5 11. e4 dxe4 12. Nxe4 Nxe4 13. Qxe4 Bd6 14. Bd2 Qc7 15. Ng5 g6 16. h5 Nd7 17. Nxh7 Kxh7 18. hxg6+ Kg8 19. g7 Kxg7 20. Rh7+ Kf6 21. Qh4+ Kf5 22. g4+ Ke4 23. g5+ Kd5 24. Re1 b4 25. Qe4+ Kc4 26. Qd3+ Kd5 27. Qb3+ Kxd4 28. Be3+ Ke4 29. Bb6+ Kf5 30. Bxc7 Bxc7 31. Qd3+ Kxg5 32. Qg3+ Kf5 33. Rg7 Bxg3 34. fxg3 Ne5 35. g4+ Kf4 36. Rf1+
Rated Bullet game,https://lichess.org/tggp0uar,fil77,1399,vitogenovese,1719,0-1,Normal,120+0,Paleface Attack,1. d4 Nf6 2. f3 c6 3. h4 d5 4. g4 Nfd7 5. g5 g6 6. e4 Bg7 7. e5 e6 8. f4 Bf8 9. Nf3 c5 10. c3 Nc6 11. Be3 Qb6 12. Qc2 cxd4 13. Nxd4 Bc5 14. h5 Nxd4 15. Bxd4 Bxd4 16. cxd4 Qxd4 17. Qd2 Qe4+ 18. Qe2 Nc5 19. Nd2 Qxf4 20. O-O-O Bd7 21. Kb1 O-O-O 22. Qf3 Qxf3 23. Nxf3 Kb8 24. Nd4 Rc8 25. Bb5 a6 26. Be2 Ne4 27. Rc1 Nxg5 28. Nb3 Rxc1+ 29. Rxc1 Ne4 30. Nc5 Nxc5 31. Rxc5 Rc8 32. Rxc8+ Kxc8 33. b3 g5 34. a4 a5 35. Bb5 Bxb5 36. axb5 Kc7 37. Kc2 Kb6 38. Kc3 Kxb5 39. h6 g4 40. Kd2 Kb4 41. Ke3 Kxb3
Rated Bullet game,https://lichess.org/rlsnr4a0,amin_siyadat,2044,pink_overdoze,2060,1-0,Time forfeit,60+0,"Pterodactyl Defense: Eastern, Anhanguera",1. e4 g6 2. d4 Bg7 3. Nc3 c5 4. Be3 cxd4 5. Bxd4 e5 6. Be3 f5 7. exf5 Nf6 8. fxg6 d5 9. Bg5 d4 10. Ne4 Qa5+ 11. Bd2 Qb6 12. Nxf6+ Bxf6 13. gxh7 Qxb2 14. Bd3 Be6 15. Nh3 Nc6 16. Rb1 Qxa2 17. Rxb7 Qd5 18. f3 Bxh3 19. gxh3 Bh4+ 20. Kf1 O-O-O 21. Be4 Qc4+ 22. Bd3 Qd5 23. Rb5 Qf7 24. Be4
Rated Bullet game,https://lichess.org/0n7ir5w7,pink_overdoze,2049,amin_siyadat,2056,1-0,Time forfeit,60+0,Van Geet Opening,1. Nc3 c5 2. d4 d6 3. dxc5 dxc5 4. Qxd8+ Kxd8 5. Nf3 f6 6. g3 Nc6 7. Bg2 Be6 8. O-O Bf7 9. Rd1+ Kc8 10. Bf4 e5 11. Be3 Nge7 12. Bxc5 Nf5 13. Bxf8 Rxf8 14. g4 Nfd4 15. h3 Nxe2+ 16. Nxe2
Rated Bullet game,https://lichess.org/uwllfnn8,fil77,1396,licatheboss,1684,0-1,Time forfeit,120+0,Horwitz Defense,1. d4 e6 2. f3 b6 3. e4 Bb7 4. c3 g6 5. Bd3 Bg7 6. Be3 h6 7. e5 d6 8. f4 Bxg2 9. Qc2 Bxh1 10. Nd2 Qh4+ 11. Bf2 Qxf4 12. Ne2 dxe5 13. dxe5 Qxe5 14. Bg3 Qc5 15. b4 Qe7 16. Nd4 Bb7 17. Be4 Bxe4 18. Qxe4 c6 19. Nxc6 Qc7 20. Bxc7 Nf6 21. Qd3 Nxc6 22. Bd6 Rd8 23. Qg3 Nh5 24. Qd3 Be5 25. Ne4 Nf4 26. Qb5 Bxd6 27. Qxc6+ Ke7 28. Nxd6 Rxd6 29. Rd1 Rd7 30. Qxd7+ Kf6 31. Qd4+ e5 32. Qd6+ Kf5 33. Qd2 Re8 34. Qd7+ Re6 35. Qe8 Rxe8 36. Rd5 Re6 37. c4 Nd3+ 38. Kd2 Nf4
Rated Bullet game,https://lichess.org/wga7o1d2,pidikanac,1614,pink_overdoze,2060,0-1,Time forfeit,60+0,Bird Opening,1. f4 g6 2. Nf3 Bg7 3. e4 c5 4. c3 Nc6 5. d4 d5 6. dxc5 dxe4 7. Qxd8+ Kxd8 8. Ng5 Nh6 9. Nxe4 Kc7 10. Bc4 Bf5 11. Ng3 e5 12. fxe5 Nxe5 13. O-O Be6 14. Bxe6 fxe6 15. Bf4 Kc6 16. Nd2 Kxc5 17. Nde4+ Kc6 18. Ng5 Rhe8 19. b4 Nf5 20. Nxh7 Nd3 21. Rac1 Nxc1 22. Rxc1 Rad8 23. Ng5 e5 24. Be3 Nxe3 25. N3e4 Nc4 26. Nf7 Rd3 27. Nfg5 Bh6 28. h4 Bxg5 29. hxg5 Re3 30. Nf6 Rd8 31. Ng4 Re2 32. Nxe5+ Nxe5 33. Kh2 Rd3
Rated Bullet game,https://lichess.org/fo9ea25a,fil77,1392,kameleon,1870,0-1,Time forfeit,120+0,Modern Defense,1. d4 g6 2. f3 Bg7 3. e4 d6 4. c3 Nf6 5. Bd3 O-O 6. Be3 e5 7. d5 a5 8. g4 Na6 9. h4 h5 10. gxh5 Nxh5 11. f4 exf4 12. Bf2 Nc5 13. Be2 Nxe4 14. Bd4 Neg3 15. Rh2 Nxe2 16. Nxe2 Bg4 17. Bxg7 Kxg7 18. Rg2 Qxh4+ 19. Kd2 f3 20. Qe1 Qg5+ 21. Kc2 Bf5+ 22. Kb3 a4+ 23. Ka3 Qxg2 24. Nd2 Qxe2 25. Qf1 Qxd2 26. Rd1 Qe2 27. Rd2 Qxf1 28. Rd1 Qe2 29. Rd2 Qxd2
Rated Bullet game,https://lichess.org/430s1g30,fil77,1390,iemerge,1352,1-0,Time forfeit,120+0,Queen's Pawn Game: Franco-Sicilian Defense,1. d4 e6 2. e4 c5 3. e5 cxd4 4. Qxd4 Nc6 5. Qd1 Nh6 6. Bxh6 gxh6 7. Bd3 d5 8. f4 Bd7 9. c3 a6 10. Nf3 b5 11. Nbd2 Be7 12. g3 Qb6 13. Nb3 Qe3+ 14. Qe2 Qxe2+ 15. Bxe2 Bc5 16. Nxc5 Na5 17. Nxd7 Kxd7 18. Nd4 Rhc8 19. O-O Rab8 20. Nc2 b4 21. Nxb4 Rb6 22. Bxa6 Ra8 23. Bd3 Nc4 24. Bxc4 dxc4 25. Rfd1+ Ke7 26. a3
Rated Bullet game,https://lichess.org/z1mv1bgs,GRABott,1648,pink_overdoze,2061,0-1,Normal,60+0,Robatsch (Modern) Defense,1. e4 g6 2. d4 Bg7 3. Be3 c5 4. Nf3 Nf6 5. e5 Ng4 6. c3 Nxe3 7. fxe3 cxd4 8. exd4 O-O 9. Bd3 d6 10. exd6 Qxd6 11. O-O Nc6 12. Kh1 Bg4 13. Nbd2 Bxf3 14. Nxf3 e5 15. dxe5 Nxe5 16. Nxe5 Bxe5 17. h3 Rad8 18. Rf3 Rd7 19. Qc2 Rfd8 20. Be4 Qd1+ 21. Rxd1 Rxd1+ 22. Rf1
Rated Bullet game,https://lichess.org/awd27i2k,pink_overdoze,2063,GRABott,1646,1-0,Time forfeit,60+0,Van Geet Opening,1. Nc3 c5 2. d4 cxd4 3. Qxd4 Nf6 4. Qa4 g6 5. Nf3 Bg7 6. g3 O-O 7. Bg2 d6 8. O-O Bd7 9. e4 Bxa4 10. Nxa4 Nc6 11. e5 Nxe5 12. Nxe5 dxe5 13. Nc3 Rb8 14. Be3 e4 15. Bxa7 Ra8 16. Rfd1 Qa5 17. Be3 b5 18. Bd4 Rad8 19. a3 Rxd4 20. Rxd4 Ng4 21. Rxe4 f5 22. Rb4 Bxc3 23. bxc3 Rd8 24. h3 Ne5 25. Rab1 Rb8 26. a4 Kg7 27. axb5 Rb6 28. c4 Kf6 29. c5 Rb8 30. b6 Nd7 31. c6 Nxb6 32. c7 Rc8 33. Rxb6+
Rated Bullet game,https://lichess.org/e6g1582m,fil77,1399,mazzamuz,1337,0-1,Normal,120+0,Horwitz Defense,1. d4 e6 2. f3 b6 3. e4 Bb7 4. e5 Ne7 5. f4 Nf5 6. Nf3 Nc6 7. Bd3 Ncxd4 8. g4 Nxf3+ 9. Qxf3 Bxf3
Rated Bullet game,https://lichess.org/56iynant,GRABott,1644,pink_overdoze,2065,0-1,Time forfeit,60+0,Robatsch (Modern) Defense,1. e4 g6 2. d4 Bg7 3. Be3 b6 4. c3 Bb7 5. Bd3 e6 6. Ne2 Ne7 7. O-O d6 8. Nd2 Nd7 9. f4 O-O 10. Qe1 a6 11. g4 Rb8 12. Ng3 c6 13. h4 Qc7 14. Qf2 Qd8 15. Rad1 Qc7 16. f5 exf5 17. gxf5 Nf6 18. h5 d5 19. e5 Nxh5 20. Nxh5 Nxf5 21. Nxg7 Nxg7 22. Bh6 Qe7 23. Qf6 Qxf6 24. exf6 Ne6 25. Kg2 Rfe8 26. Kg3 c5 27. Nf3 b5 28. dxc5 Nxc5 29. Bc2 Ne4+ 30. Bxe4 dxe4 31. Nd4 e3 32. Rde1 Bd5 33. Rxe3 Rxe3+ 34. Bxe3 h5 35. Bh6 Kh7 36. Bg7 g5 37. Rf5 Kg6
Rated Bullet game,https://lichess.org/z4bxiwx5,MarioL,1742,pink_overdoze,2067,0-1,Normal,60+0,Modern Defense,1. d4 g6 2. c4 Bg7 3. Nc3 b6 4. Nf3 Bb7 5. e3 d6 6. Be2 e6 7. O-O Ne7 8. Nd2 O-O 9. Bf3 a6 10. Bxb7 Ra7 11. Bf3 Nd7 12. b3 h6 13. Bb2 f6 14. Ne2 c6 15. Rb1 Kh7 16. Ng3 Rc7 17. Be2 Rg8 18. Ba3 Qe8 19. d5 Rc8 20. dxc6 Nc5 21. Bxc5 bxc5 22. Bf3 Nxc6 23. Bxc6 Rxc6 24. Nde4 Qe7 25. Nc3 Rc7 26. Na4 Rf8 27. Qe2 Rf7 28. h3 h5 29. Rfe1 f5 30. Nh1 Qf6 31. Red1 Rce7 32. Rxd6 e5 33. Rd5 f4 34. Rd6 Qxd6 35. Rd1 Qf6 36. exf4 exf4 37. Qf1 f3 38. Ng3 fxg2 39. Qxg2 h4 40. Ne4 Qf5 41. Ng5+ Kg8 42. Nxf7 Rxf7 43. Rd8+ Kh7 44. Rd5 Qb1+ 45. Kh2 Qxa2 46. Nxc5 Rxf2 47. Qxf2 Qxf2+
Rated Bullet game,https://lichess.org/yrklar01,fil77,1385,Bec01,1500,1-0,Time forfeit,120+0,Queen's Pawn Game,1. d4 d5 2. f3 Nc6 3. h4 Bf5 4. c3 b5 5. Nd2 Be6 6. g4 b4 7. e4 a6 8. Nb1 dxe4 9. fxe4 Rb8 10. Nf3 a5 11. d5 Ra8 12. Be2 Qxd5 13. exd5 Rc8 14. dxe6
Rated Blitz game,https://lichess.org/k0x7sm2n,TILALHILAL,1577,fil77,1480,1-0,Normal,180+0,"Queen's Pawn Opening: Veresov Attack, Irish Gambit",1. d4 d5 2. Nc3 c5 3. e3 e6 4. a3 Nc6 5. dxc5 Bxc5 6. b4 Bd6 7. f4 Bd7 8. Nb5 Bb8 9. Bb2 a6 10. Bxg7 axb5 11. Bxh8 Nf6 12. Bxf6 Qxf6 13. Nf3 Qc3+ 14. Nd2 Qxe3+ 15. Qe2 Qxf4 16. Qf3 Qe5+ 17. Kf2 Qxa1 18. g3 Qd4+ 19. Ke1 Qa1+ 20. Kf2 Nd4 21. Qg4 Bd6 22. Qg8+ Bf8 23. Qxh7 O-O-O 24. Bg2 Qb2 25. Rb1 Qxc2 26. Qxc2+ Nxc2 27. Rc1 Kb8 28. Rxc2 Rc8 29. Rxc8+ Kxc8 30. Nf3 Bg7 31. h4 e5 32. Ng5 e4 33. Nxf7 Bg4 34. Ke3 Be6 35. Ne5 Bxe5 36. h5 d4+ 37. Kxe4 Bg7 38. Bf3 Kd7 39. g4 Kd6 40. g5 Bd5+ 41. Kf4 Bxf3 42. Kxf3 Ke5 43. h6 Bh8 44. g6 Kf5 45. g7 Bxg7 46. hxg7 d3 47. Ke3 d2 48. Kxd2
Rated Bullet game,https://lichess.org/husbl01u,faulschlamm,1865,pink_overdoze,2070,0-1,Time forfeit,60+0,Modern Defense,1. e4 g6 2. Bc4 Bg7 3. Qf3 e6 4. Qb3 Nc6 5. a4 Nd4 6. Qd3 Ne7 7. c3 Ndc6 8. b4 Ne5 9. Qe2 Nxc4 10. Qxc4 Nc6 11. Bb2 Ne5 12. Qe2 d5 13. d3 dxe4 14. dxe4 Nd3+ 15. Kf1 Nxb2 16. Nf3 Nd3 17. Ra2 Nf4 18. Qe1 b6 19. g3 Nd3 20. Qe2 Ne5 21. Rd2 Qe7 22. Nxe5 Bxe5 23. Qb5+ Bd7 24. Qxe5 O-O 25. Kg2 Bxa4 26. Rc1 f6 27. Ra2 fxe5 28. Rxa4 b5 29. Ra2 c5 30. Rd2 cxb4 31. cxb4 a5 32. Rcd1 axb4 33. Rb2 Rad8 34. Re1 Rd4 35. Nd2 Qf7 36. Nb3 Qf3+ 37. Kh3 Rxe4
Rated Bullet game,https://lichess.org/kxjrwm6f,StefanK,2189,pink_overdoze,2076,1-0,Normal,60+0,Modern Defense,1. d4 g6 2. Nf3 Bg7 3. e3 Nf6 4. Nc3 O-O 5. Bc4 d5 6. O-O dxc4 7. e4 c5 8. d5 e6 9. Bg5 exd5 10. e5 d4 11. Ne4 Nxe4 12. Bxd8 Rxd8 13. Qe2 f5 14. Qxc4+ Kh8 15. c3 b6 16. cxd4 Ba6 17. Qf7 Bxf1 18. Rxf1 cxd4 19. e6 Nc6 20. e7 Re8 21. Rc1 Rxe7 22. Qd5 Nb4 23. Qxa8+ Bf8 24. Qxf8#
Rated Bullet game,https://lichess.org/aolsw0gx,fil77,1395,rastikk,1452,0-1,Time forfeit,120+0,Queen's Pawn Game,1. d4 d5 2. f3 e6 3. h4 c6 4. g4 g6 5. e4 h6 6. e5 Nd7 7. f4 Nb6 8. Bd3 h5 9. gxh5 gxh5 10. Be2 Nf6 11. exf6 Qxf6 12. Bxh5 Qf5 13. Qf3 Qxc2 14. Nc3 Nc4 15. Qd1 Qxd1+ 16. Bxd1 b5 17. b3 Nd6 18. Bc2 f5 19. Be3 Bh6 20. Nf3 Rg8 21. Ng5 Bxg5 22. hxg5 Bd7 23. O-O-O O-O-O 24. Rh7 Rh8 25. Rh6 Rxh6 26. gxh6 Rh8 27. Rh1 a5 28. Ne2 Nf7 29. h7 Be8 30. Ng3 Nd6 31. Bd1 Bg6 32. Bh5 Bxh5 33. Rxh5 Nf7 34. Rh1 Nd6 35. Rh6 Kd7 36. Nh5 Ne4 37. Kd1 a4 38. bxa4 Nc3+ 39. Kc2 Nxa2 40. Kb3 Nc1+ 41. Bxc1 bxa4+ 42. Kxa4 Kc7 43. Kb4 Kb6 44. Bd2 Kc7 45. Be1 Kb6 46. Bh4 Kb7 47. Bf6 Rb8 48. Rg6 Kb6 49. h8=Q Rxh8 50. Bxh8 Kb7 51. Nf6 Kb6 52. Rg7 Ka6 53. Re7 c5+
Rated Bullet game,https://lichess.org/aqrq56mf,StefanK,2198,pink_overdoze,2068,1-0,Normal,60+0,Modern Defense,1. d4 g6 2. Nf3 Bg7 3. e3 Nf6 4. b3 O-O 5. Bb2 d5 6. Bd3 c5 7. Nbd2 cxd4 8. exd4 Nc6 9. O-O Bg4 10. a3 Bxf3 11. Nxf3 Qd6 12. Qe2 Rfe8 13. Ne5 Nd7 14. f4 f6 15. Ng4 h5 16. Ne3 Kf7 17. c4 dxc4 18. Bxc4+ e6 19. f5 Nb6 20. fxg6+ Kxg6 21. Bd3+ f5 22. Nxf5 exf5 23. Bxf5+ Kf7 24. Qxh5+ Ke7 25. Rae1+ Kd8 26. Qg5+ Kc7 27. Qxg7+ Nd7 28. d5 Ne5 29. Bxd7 Nxd7 30. Qg4 a5 31. Rc1+ Kb8 32. b4 axb4 33. axb4 Ra2 34. Bc3 Ne5 35. Qg3 Qxd5 36. Bxe5+ Qxe5 37. Rce1 Qxg3 38. Rxe8+ Kc7 39. hxg3 Rb2 40. Rf4 Rxb4 41. Rxb4 Kd7 42. Ree4 b6 43. Kf2 Kc6 44. Ke3 Kb7 45. g4 Ka6 46. g5 Ka5 47. g6 b5 48. g7 Ka6 49. g8=Q Ka5 50. Qa8+ Kb6 51. Re6+ Kc5 52. Rbe4 b4 53. Qa5#
Rated Bullet game,https://lichess.org/984vbkj1,fil77,1385,messik,1280,0-1,Time forfeit,120+0,Queen's Pawn Game,1. d4 d5 2. f3 c5 3. e4 e6 4. c3 c4 5. e5 Nc6 6. f4 f6 7. Nf3 fxe5 8. fxe5 Qb6 9. Qc2 Bd7 10. Bg5 Be7 11. h4 Bxg5 12. Nxg5 h6 13. Qg6+ Kd8 14. Nf7+ Kc8 15. Nxh8 Qxb2 16. Qxg7 Qxa1 17. Qxg8+ Nd8 18. Nf7 Qxb1+ 19. Kf2 Qxa2+ 20. Kg1 Qa5 21. Qf8 Kc7 22. Qd6+ Kc8 23. Rh3 Nxf7 24. Qf8+ Nd8 25. Rg3 Qb6 26. Rg7 Kc7 27. Qe7 Qb5 28. Qd6+ Kc8 29. Qf8 b6 30. Rg8 Kc7 31. Qd6+ Kb7 32. Rg7 Kc8 33. Rg8 Be8 34. Qe7 Qd7 35. Rxe8 Qxe7 36. Rxe7 Nc6 37. Rh7 Rb8 38. Rxh6 Kb7 39. Rxe6 Ka6 40. Rxc6 Rf8 41. Rd6 Kb5 42. Rxd5+ Ka4 43. Be2 b5 44. Bf3 a5 45. h5 b4 46. cxb4 axb4 47. Rc5 b3 48. Rxc4+ Ka3 49. Rc5 b2 50. Rb5 Ka2 51. h6 b1=Q+ 52. Rxb1 Kxb1
Rated Bullet game,https://lichess.org/vi7z12hc,ThomasHellas,1809,pink_overdoze,2060,0-1,Time forfeit,60+0,Modern Defense,1. d4 g6 2. Bg5 Bg7 3. e4 h6 4. Bh4 b6 5. e5 Bb7 6. Nf3 Nc6 7. Bd3 g5 8. Bg3 f5 9. Bxf5 e6 10. Bg6+ Kf8 11. O-O Nge7 12. Bh5 Nf5 13. Qd3 Nce7 14. Nfd2 Bc6 15. f4 d6 16. exd6 cxd6 17. fxg5 Be8 18. Bxe8 Qxe8 19. gxh6 Bxh6 20. Ne4 Be3+ 21. Kh1 Qf7 22. Rxf5 Nxf5 23. Bxd6+ Ke8 24. Be5 Kd7 25. Bxh8 Rxh8 26. Nbc3 Ng3+ 27. Nxg3 Qf2 28. Qf1 Qxg3 29. Qf7+ Kd6 30. Nb5+ Kd5 31. Qb7+ Kc4 32. Qc7+ Kb4 33. a4 Qxh2+ 34. Qxh2 Rxh2+ 35. Kxh2 a6 36. Nd6 Bxd4 37. Ne4 Bxb2 38. Rb1 Ka3 39. Nc3 Bxc3 40. Rxb6 Be5+
Rated Bullet game,https://lichess.org/qrxi78iw,pink_overdoze,2065,ThomasHellas,1798,1-0,Normal,60+0,Queen's Pawn Game: Chigorin Variation,1. Nc3 d5 2. d4 Nc6 3. Nf3 Bg4 4. g3 Bxf3 5. exf3 e6 6. Bg2 Bb4 7. O-O Bxc3 8. bxc3 Nf6 9. f4 O-O 10. Re1 Qd6 11. a4 Na5 12. Ba3 c5 13. Bxc5 Qd8 14. Bxf8 Qxf8 15. f5 exf5 16. Qd3 Nc4 17. Qxf5 g6 18. Qxf6
Rated Bullet game,https://lichess.org/d0tgqh47,AmorUniversal,1385,fil77,1370,1-0,Normal,120+0,Scandinavian Defense: Mieses-Kotroc Variation,1. e4 d5 2. exd5 Qxd5 3. Nc3 Qd8 4. d4 c6 5. Nf3 e6 6. Bg5 Be7 7. Bxe7 Nxe7 8. Ne5 f6 9. Nd3 Nd7 10. Qh5+ g6 11. Qh6 Ng8 12. Qe3 Nb6 13. Nc5 Nd7 14. Nxe6 Qb6 15. Nc7+ Kd8 16. Nxa8 Ne7 17. Nxb6 Re8
Rated Bullet game,https://lichess.org/dw5gy7gs,fil77,1359,karalyte,1517,1-0,Time forfeit,120+0,Queen's Pawn Game,1. d4 d5 2. f3 Nc6 3. h4 e5 4. c3 e4 5. f4 Nf6 6. e3 a6 7. Be2 h5 8. Nh3 Bg4 9. Ng5 Bxe2 10. Qxe2 Ng4 11. Nd2 f6 12. Nf1 fxg5 13. hxg5 Qe7 14. Nh2 O-O-O 15. Nxg4 hxg4 16. Rxh8 g6 17. Qxg4+ Kb8 18. Bd2 Bg7 19. Rh7 Na5 20. b3 Rh8 21. Qh4 Rxh7 22. Qxh7 Qf8 23. Qxg6 Bh8 24. Qe6 Ka7 25. f5 Nc6 26. f6 Nd8 27. Qe7 Qxe7 28. fxe7 Bf6 29. e8=Q Nf7 30. gxf6 Ng5 31. f7 Nh7 32. f8=Q Nxf8 33. Qxf8 c6 34. g3 Kb6 35. g4 Kb5 36. g5 c5 37. g6 cxd4 38. g7 dxc3 39. g8=Q cxd2+ 40. Kxd2
Rated Bullet game,https://lichess.org/lbeki7r8,fil77,1375,asnegao,1585,1-0,Time forfeit,120+0,English Defense #2,1. d4 b6 2. f3 Bb7 3. e4 g6 4. c3 Bg7 5. Bd3 e6 6. Be3 Nf6 7. Nd2 O-O 8. Ne2 d5 9. e5 Nfd7 10. Nf4 c5 11. h4 cxd4 12. Bxd4 Nc5 13. Bc2 Nbd7 14. h5 Nxe5 15. Nxg6 fxg6 16. hxg6 Nxg6 17. Bxg6 hxg6 18. Qc2 Qg5 19. Bxg7 Kxg7 20. O-O-O Rh8 21. Kb1 Rxh1 22. Rxh1 Rh8 23. Qd1 Rxh1 24. Qxh1 Ba6 25. Nb3 Nxb3 26. axb3 Qf5+ 27. Kc1 Bd3 28. g4 Qf4+ 29. Kd1 Qe3 30. Qg2 d4 31. cxd4 Qxd4 32. Qd2 Qg1+ 33. Qe1 Qxe1+ 34. Kxe1 a5 35. Kd2
Rated Bullet game,https://lichess.org/4ym2jtzg,seniya,1649,pink_overdoze,2069,0-1,Time forfeit,60+0,Zukertort Opening: Kingside Fianchetto,1. Nf3 g6 2. g3 Bg7 3. Bg2 b6 4. d3 Bb7 5. Nbd2 Nc6 6. c3 Qb8 7. Qc2 a6 8. a3 Qa7 9. O-O Rc8 10. Re1 Qb8 11. e4 Nf6 12. d4 e5 13. d5 Ne7 14. Nc4 d6 15. b4 h6 16. Bb2 h5 17. Ne3 h4 18. Nxh4 Bh6 19. Nf3 Bg7 20. Bh3 Rd8 21. Bg2 Rc8 22. c4 c6 23. dxc6 Rxc6 24. Red1 Neg8 25. Rac1 Nh6 26. Nd5 Nhg4 27. Nxf6+ Nxf6 28. Ba1 Rc7 29. a4 Bxe4 30. Qc3 Rd7 31. Nd2 Bxg2 32. Kxg2 Qc8 33. Ne4 Nxe4 34. Qc2 Nf6 35. c5 bxc5 36. bxc5 dxc5
Rated Bullet game,https://lichess.org/p6bhulz5,Chessanytime,1745,pink_overdoze,2071,0-1,Time forfeit,60+0,Robatsch (Modern) Defense,1. e4 g6 2. d4 Bg7 3. e5 c5 4. c3 cxd4 5. cxd4 Nc6 6. f4 d6 7. Nf3 dxe5 8. fxe5 Bg4 9. Bb5 Bxf3 10. Qxf3 Qc7 11. Bxc6+ Qxc6 12. Qxc6+ bxc6 13. O-O Nh6 14. Bxh6 Bxh6 15. Nc3 O-O 16. Ne4 Be3+ 17. Kh1 Bxd4 18. Rab1 Bxe5 19. Nc5 Bd6 20. Nd7 Rab8 21. Nxf8 Kxf8 22. b3 Kg7 23. Rbd1 a6 24. Rf2 a5 25. Rfd2 a4 26. bxa4 Ra8 27. Rd4 c5 28. Rc4 Rb8 29. Rc2 Ra8 30. Rc4 Rb8 31. Rdc1 Rb2 32. a3 Ra2 33. a5 Rxa3 34. R4c3 Rxa5 35. R3c2 Rb5 36. g3 Rb4 37. Kg2 Rd4 38. Kf3 Rd3+ 39. Ke2 Rd4 40. Rc4 h5 41. Rxd4 cxd4 42. Kd3 Be5 43. Rc5 Bf6 44. Rd5 e6 45. Ra5 g5 46. h4 gxh4 47. gxh4 Kg6 48. Ra4 e5 49. Ke4 Bxh4 50. Kxe5 Bg5 51. Rxd4 Bf6+ 52. Ke4 Bxd4 53. Kxd4 Kg5 54. Ke3 f5 55. Kf2 Kg4 56. Kg2 Kf4 57. Kg1 Kg3 58. Kh1 f4 59. Kg1 h4 60. Kf1 h3 61. Kg1 f3 62. Kh1 Kf4 63. Kh2 Ke3 64. Kg1 Ke2 65. Kh1 f2 66. Kh2 Ke1 67. Kxh3 f1=Q+ 68. Kh4 Qg1 69. Kh5 Kd2 70. Kh6 Kc3 71. Kh7 Kb4 72. Kh8 Ka5 73. Kh7 Kb6 74. Kh8 Ka7 75. Kh7 Kb8 76. Kh6 Kc7 77. Kh5 Kb6 78. Kh4 Kc5 79. Kh5 Kb4 80. Kh6 Kc3 81. Kh7 Kd2 82. Kh8 Ke3 83. Kh7 Kd4 84. Kh8 Ke5 85. Kh7 Kd6 86. Kh8 Ke7 87. Kh7 Kf6 88. Kh8 Ke5
